,question,answer,customer,seller,time,tags
,how to enjoy 50 shipping fee kung lumalabas sa system P204 for shipping?,"your inquiry (others) is for Lazada. We at Save More ink Refill Station are not in-charge for the delivery of orders. Lazada will be the one to process and will provide courier for the delivery of all orders, you can contact and ask Lazada, fyi here is the link,  https://www.lazada.com.ph/helpcenter/how-do-i-contact-lazada-s-customer-support-ph.html?spm=a2o4l.other.0.0.3b8b6275B0R7Q3",josiephine c. - 3  months ago,Save More Ink Refill Station. - answered within 5  hours,,process inquiry
,how much is the ink,"fyi, here is the link, https://www.lazada.com.ph/products/new-genuine-canon-ink-pg-645-cl-646-for-ts3160-mg2460-i261892626-s361850126.html?spm=a2o4l.searchlist.list.5.77f8469cwWU0R0&search=1",Freida F. - 3  months ago,Save More Ink Refill Station. - answered within 8  hours,,price inquiry
,contineous po ba ito,no,Marissa M. - 3  months ago,Save More Ink Refill Station. - answered within 1  hour,,specification inquiry
,compatible ba sya sa windows 9,yes,Rosette H. - 3  months ago,Save More Ink Refill Station. - answered within 27  minutes,,specification inquiry
,are the ink cartridges available here in the country just in case i need to refill asap. thanks.,available from our shop here at at lazada.,Chester V. - 3  months ago,Save More Ink Refill Station. - answered within 3  hours,,"availability inquiry, other, inquiry (others), thanking"
,Pwede ba tong gawing CISS,"yes but the warranty will void, conversion is diy.",Edmar B. - 3  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,CISS BATO?,no,Edmar B. - 3  months ago,Save More Ink Refill Station. - answered within 12  minutes,,specification inquiry
,Pwede ba to sa iPhone at iPad?,yes thru its wifi function.,Edmar B. - 3  months ago,Save More Ink Refill Station. - answered within 12  minutes,,specification inquiry
,How many max copies can I print in 1 day or 1 month.,i think you need epson or brother printer with ciss.,Joaquin P. - 3  months ago,Save More Ink Refill Station. - answered within 28  minutes,,specification inquiry
,"Hello! Just clarification. Is this P2,999 with initial or promotional ink in it?",with 2 new initial canon print head ink cartridges included in the box.,Henry U. - 3  months ago,Save More Ink Refill Station. - answered within 2  minutes,,"opening, clarification, price inquiry"
,Pede ba eto sa calling cards at makakapal na papel?,yes,Queenlyn C. - 3  months ago,Save More Ink Refill Station. - answered within 1  hour,,specification inquiry
,if pweee po ba ipa continuous ink yungbganitong model,"yes but the warranty will void, conversion is diy.",Dharyll j. - 3  months ago,Save More Ink Refill Station. - answered within 28  minutes,,specification inquiry
,hi i asksome of questions before i order .,what is your inquiry (others) about this product?,Dharyll j. - 3  months ago,Save More Ink Refill Station. - answered within 28  minutes,,"opening, other"
,"Hi! Just claeify things before i order. Is this product is four in one? Print, Scan, copy and WIFI? With Free Cable incase of no internet?",yes.,Henry U. - 3  months ago,Save More Ink Refill Station. - answered within 1  hour,,"opening, clarification, specification inquiry"
,kailangan pa ba yan i-install? paano kung walang lagayan ng cd yon?,"yes,  all desktop printer's driver/installer are also downloadable.",khezel a. - 3  months ago,Save More Ink Refill Station. - answered within 5  hours,,"specification inquiry, process inquiry"
,pwede po ba to sa netbook?,yes,khezel a. - 3  months ago,Save More Ink Refill Station. - answered within 24  minutes,,specification inquiry
,pwd po ma convert ng ciss?,"yes, but the warranty will void, conversion is diy.",MA. L. - 3  months ago,Save More Ink Refill Station. - answered within 9  minutes,,specification inquiry
,How much for the replacement ink cartridge?,"fyi, here is the link, https://www.lazada.com.ph/products/new-genuine-canon-ink-pg-645-cl-646-for-ts3160-mg2460-i261892626-s361850126.html?spm=a2o4l.searchlist.list.5.52e9469c2mA9bd&search=1",Franc C. - 3  months ago,Save More Ink Refill Station. - answered within 8  hours,,price inquiry
,"pde ba dito mag print gamit ang celphone or tab,ta madali lang ba makabili ng ink nito",available here at lazada.,Etzel A. - 3  months ago,Save More Ink Refill Station. - answered within 27  minutes,,"specification inquiry, inquiry (others), inquiry"
,may xerox Po to,with copier.,Arlene j. - 3  months ago,Save More Ink Refill Station. - answered within 12  minutes,,specification inquiry
,continuous ink po ba ito?,no,Arlene A. - 3  months ago,Save More Ink Refill Station. - answered within 45  minutes,,specification inquiry
,ayaw pong ma open ung link na sinend niyo?,what is your order no.?,Princess O. - 3  months ago,Save More Ink Refill Station. - answered within 13  minutes,,other
,pwde po bang installment ang pagbabayad?,"fyi here is the link,

https://www.lazada.com.ph/helpcenter/what-are-the-available-installment-payment-plans.html?spm=a2o4l.helpcenter.0.0.36bbb064rMUR3P",Princess O. - 3  months ago,Save More Ink Refill Station. - answered within 25  minutes,,payment method inquiry
,"hindi ko ma click ang link na binigay nyo, so if maubos ang ink need ko bumili ng bagong cartridges? a",yes,Bernaditha G. - 3  months ago,Save More Ink Refill Station. - answered within 9  hours,,"other, inquiry"
,ciss po ba ito?,no,Josua R. - 3  months ago,Save More Ink Refill Station. - answered within 12  minutes,,specification inquiry
,What if po it doenst work po after the delivery??how to return?,"fyi here is the link,

https://www.lazada.com.ph/helpcenter/how-do-i-return-my-item-ph.html?spm=a2o4l.helpcenter.0.0.2ec0b064wgvYXk",Monalyn T. - 3  months ago,Save More Ink Refill Station. - answered within 2  hours,,process inquiry
,pwede lang ba refill ang ink if maubos na.?,"yes, but the warranty will be void.",Shiela M. - 3  months ago,Save More Ink Refill Station. - answered within 19  hours,,inquiry (others)
,available pa po? how bout the cartridges sainyo lng po ba makakabili or meron din sa mall?,"yes here is the link,

https://www.lazada.com.ph/-i261892626-s361850126.html?spm=a2o7j.10605800.0.0.12301e13LBbxFj&urlFlag=true&mp=2",Joreen N. - 3  months ago,Save More Ink Refill Station. - answered within 5  hours,,"availability inquiry, inquiry (others)"
,can it scan legal size docs!,"no, up to A4 size paper only.",Rom Y. - 3  months ago,Save More Ink Refill Station. - answered within 50  minutes,,specification inquiry
,ok po.thank you,you're welcome,Belinda G. - 3  months ago,Save More Ink Refill Station. - answered within 1  hour,,"agreement / accept / yes-answer, thanking"
,bottomless po?,no,Belinda G. - 3  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,available pa po,yes,Ardee C. - 3  months ago,Save More Ink Refill Station. - answered within 9  hours,,availability inquiry
,How much is the ink cartridges ?,"fyi, here is the link, https://www.lazada.com.ph/products/new-genuine-canon-ink-pg-645-cl-646-for-ts3160-mg2460-i261892626-s361850126.html?spm=a2o4l.searchlist.list.5.56f5469cro0XRJ&search=1",amie n. - 3  months ago,Save More Ink Refill Station. - answered within 60  minutes,,price inquiry
,mahirap po ba hnapin ang ink neto?available pa po eto?,the ink cartridges are available here in lazada.,Jesseca L. - 3  months ago,Save More Ink Refill Station. - answered within 2  minutes,,"inquiry (others), availability inquiry, inquiry"
,I can’t search this kind of catridge pg-645black and cl-646 how to avail,"fyi, here is the link, https://www.lazada.com.ph/products/new-genuine-canon-ink-pg-645-cl-646-for-ts3160-mg2460-i261892626-s361850126.html?spm=a2o4l.searchlist.list.5.23b7469cWPN3TL&search=1",Emelia R. - 3  months ago,Save More Ink Refill Station. - answered within 59  minutes,,"other, process inquiry, process inquiry"
,diba may cartridge na so hindi na po ba kailangan ng mga ink!?,"if the cartridges are running out of ink, you need to replace it a new one.",Nivla N. - 3  months ago,Save More Ink Refill Station. - answered within 51  minutes,,clarification
,Ink pg745-cl-746 ok po ba ito malagay?,"for Canon TS3160, PG-745 CL-746 is not compatible for this printer. Canon TS3160 cartridges no. are PG-645 and CL-646.",Emelia R. - 3  months ago,Save More Ink Refill Station. - answered within 41  minutes,,specification inquiry
,pwede ba installan ng CISS,"yes, conversion is diy.",russel j. - 3  months ago,Save More Ink Refill Station. - answered within 2  minutes,,specification inquiry
,"What are the ink type? how many colors?
thank you","as you can see in the picts. the ink cartridges are PG-645 black and CL-646 tri-color. You can also read the ""What's in the box""",null - 3  months ago,Save More Ink Refill Station. - answered within 12  minutes,,"specification inquiry, thanking"
,"Hello,according to your description it has airprint meaning I can print from iphone 5s right?",yes,null - 3  months ago,Save More Ink Refill Station. - answered within 27  minutes,,"opening, clarification, specification inquiry"
,ready to print na po ba ito or need pa maglagay mg mga cartridges/ink tanks?,this product has 2 internal ink cartridges that you need to install before you start to print.,malou m. - 3  months ago,Save More Ink Refill Station. - answered within 7  hours,,"specification inquiry, thanking"
,Pwede ba ito sa long bond paper?,print yes but copy/scan up to a4 size only.,Emelia R. - 3  months ago,Save More Ink Refill Station. - answered within 21  minutes,,specification inquiry
,ano po cartridge nito,"FYI, here is the link, https://www.lazada.com.ph/products/new-genuine-canon-ink-pg-645-cl-646-for-ts3160-mg2460-i261892626-s361850126.html?spm=a2o4l.searchlist.list.6.54b0469cElmIyX&search=1",UNIVATION M. - 3  months ago,Save More Ink Refill Station. - answered within 1  minute,,specification inquiry
,hi po. any thermal paper or adhesive paper po ba pwede or may size sya or code ty,"Hi Ma'am/Sir,Good Day! Chat po , kayo sa seller chat for more infomation about this item",Abigael R. - 3  days ago,Adamas - answered within 9  minutes,,"opening, specification inquiry, thanking"
,"Hi maam/sir, nauubos din po ba ink and if ever po saan po napaparefill?","Hi Ma'am/Sir,Good Day! Hindi na po , ito kailangan ng ink po . pair nyo lang po , sya sa bluetooth ng phone nyo po , makakapag print na po , kayo",Efraem F. - 4  days ago,Adamas - answered within 13  hours,,"opening, specification inquiry, inquiry (others)"
,saan po makaka bili ng paper refill kung sakali,"Hi Ma'am/Sir,Good Day! Chat po , kayo sa seller chat for more infomation about this item",Sheh - 4  days ago,Adamas - answered within 5  hours,,inquiry (others)
,gumagana po ba ito kahit walang wifi??,"Hi Ma'am/Sir,Good Day!  Hidi nyo na po , kailangan ng wifi pair nyo lang po , sya sa bluetooth sa phone nyo po ., makakapag print na po , kayo",Celine T. - 4  days ago,Adamas - answered within 2  minutes,,specification inquiry
,Hi may app pa po ba na kailangan i download??,"Hi Ma'am/Sir,Good Day! mag chat lang po , kayo sa seller chat for more information",Nelvien M. - 5  days ago,Adamas - answered within 16  hours,,"opening, inquiry (others)"
